transcript_id	gene_id	0	10	18	24	30	40	48	56	64	72
XM_030985470.1	LOC100887859	0.54	2.70	2.03	1.195	0.00	0.59	0.41	0.16	0.75	0.78
XM_003725136.3	LOC100887860	9.91	8.71	37.30	5.5600000000000005	8.69	3.46	2.51	1.56	8.55	7.12
XM_011673357.2	LOC100887860	11.33	5.44	18.94	13.02	6.80	7.37	6.02	5.80	2.05	8.26
XM_030986289.1	LOC100887860	3.80	4.47	17.15	1.48	3.70	0.00	0.00	0.00	3.99	0.00
XM_030996602.1	LOC100887861	0.18	0.34	0.50	0.74	0.34	0.19	0.15	0.21	0.41	0.26
XM_003727148.3	LOC100887863	62.35	38.47	15.54	13.415	14.25	10.57	5.40	6.04	2.65	3.97
XM_030985890.1	LOC100887863	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	0.00	0.00
XM_030985891.1	LOC100887863	22.16	21.69	5.82	8.895	4.26	3.78	1.48	1.52	1.49	2.63
XM_030981118.1	LOC100887864	47.62	27.18	9.08	12.32	15.41	11.41	8.45	8.14	9.80	8.26
XM_030972051.1	LOC100887866	4.75	0.72	2.31	8.21	5.41	4.82	3.55	2.91	3.26	3.20
XM_003728364.3	LOC100887867	0.06	0.19	0.12	0.09	0.00	0.10	0.21	0.10	0.32	0.24
XM_030983834.1	LOC100887870	0.00	0.00	0.18	0.0	0.00	0.00	0.00	0.13	0.00	0.22
XM_030985115.1	LOC100887872	0.41	1.82	0.52	0.67	2.30	3.05	2.11	2.11	3.14	2.27
XM_030984477.1	LOC100887873	0.15	0.15	0.14	0.0	0.21	0.25	0.34	0.39	1.12	0.50
XM_003731140.3	LOC100887874	0.20	0.57	1.01	2.42	3.53	2.80	2.03	1.81	2.06	1.95
XM_031000052.1	LOC100887875	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.00	0.00	0.00
XM_030981355.1	LOC100887876	0.20	0.39	1.21	2.07	2.03	1.59	1.67	0.70	1.58	1.38
XM_030989920.1	LOC100887877	10.03	3.27	1.01	2.7800000000000002	0.00	1.31	0.94	0.75	0.81	0.61
XM_003724032.3	LOC100887880	5.77	4.71	6.81	9.36	7.77	6.16	3.62	3.04	6.37	4.37
XM_030981861.1	LOC100887881	1.03	0.35	0.28	0.495	0.73	1.08	0.91	0.64	1.18	1.37
XM_030985529.1	LOC100887882	7.60	16.04	10.14	6.585	10.67	7.81	8.07	6.19	18.70	16.51
XM_011674828.2	LOC100887883	78.21	84.27	165.08	126.55	68.38	94.22	108.08	93.47	123.48	127.85
XM_011674829.2	LOC100887883	0.00	0.00	1.33	0.0	26.40	0.00	0.00	0.00	14.46	1.35
XM_011674831.2	LOC100887883	0.00	1.60	12.94	0.64	17.45	24.58	24.56	20.33	32.10	24.09
XM_030982029.1	LOC100887884	0.00	0.00	0.03	0.0	0.00	0.04	0.00	0.07	0.00	0.13
XM_003727063.3	LOC100887885	0.18	0.15	0.14	0.14	5.91	11.02	6.37	5.61	4.48	2.13
XM_011681161.2	LOC100887886	24.82	13.72	7.05	12.17	8.14	7.20	4.42	5.09	7.35	5.67
XM_030980573.1	LOC100887886	0.75	0.00	0.00	0.355	0.00	0.00	0.00	0.00	0.00	0.00
XM_031000549.1	LOC100887887	0.00	9.07	19.22	6.82	6.88	4.71	2.53	1.86	3.60	3.22
XM_031000550.1	LOC100887887	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	0.00	0.00
XM_011684917.2	LOC100887888	0.89	2.21	1.32	1.1949999999999998	1.04	3.63	3.80	4.44	2.31	2.10
XM_030994130.1	LOC100887890	0.00	0.00	0.04	0.0	0.28	0.00	0.00	0.00	0.00	0.00
XM_011684802.2	LOC100887891	0.00	0.43	6.69	4.734999999999999	7.27	4.71	2.52	3.50	2.67	2.93
XM_003728904.3	LOC100887892	0.70	4.94	0.40	1.525	0.77	1.56	3.59	2.88	6.27	5.81
XM_030974890.1	LOC100887893	0.97	4.15	0.21	0.0	0.00	0.68	1.52	1.10	1.92	1.31
XM_030974891.1	LOC100887893	0.00	0.00	0.00	0.09	0.38	0.00	0.00	0.00	0.00	0.00
XM_003729677.2	LOC100887894	0.57	0.91	0.97	0.0	0.00	1.01	2.38	0.52	0.56	3.42
XM_011665264.2	LOC100887895	5.55	20.96	1.97	2.415	2.63	2.62	2.85	2.10	4.16	3.08
XM_030986088.1	LOC100887896	0.00	0.20	0.55	0.11	0.33	0.24	0.30	0.18	0.30	0.36
XM_003730194.2	LOC100887897	0.00	0.83	0.43	0.0	0.00	1.88	0.00	0.97	1.90	0.80
XM_011675944.2	LOC100887898	0.00	0.15	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00
XM_003723362.3	LOC100887899	1.80	1.39	0.78	6.35	7.55	13.21	14.22	11.90	19.54	14.14
XM_011678931.2	LOC100887899	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	0.91	0.00
XM_003731311.3	LOC100887900	0.00	0.19	0.00	0.0	0.00	0.00	0.00	0.00	0.00	0.00
XM_011676237.2	LOC100887900	0.00	0.22	0.49	0.0	0.59	0.12	0.00	0.00	0.12	0.00
XM_003724405.3	LOC100887902	9.74	30.17	6.52	5.965	4.91	3.56	1.66	1.62	1.89	2.40
XM_003724554.3	LOC100887903	0.04	0.15	0.64	5.875	0.52	0.46	0.41	0.42	0.33	0.63
XM_030978647.1	LOC100887904	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	0.00	0.00
XM_030999393.1	LOC100887907	35.25	6.59	40.87	33.015	35.34	26.02	18.49	18.38	24.12	29.47
XM_030991331.1	LOC100887909	0.00	0.00	0.00	0.0	0.40	0.00	0.00	0.00	0.00	0.00
XM_030999059.1	LOC100887910	63.17	31.86	5.05	3.3899999999999997	2.20	8.04	8.90	6.89	10.78	6.16
XM_030999060.1	LOC100887910	0.36	0.00	0.00	0.53	0.85	1.03	0.51	0.86	0.82	0.20
XM_030984461.1	LOC100887911	0.21	2.27	0.78	1.405	0.29	0.06	0.68	0.43	0.63	0.56
XM_003730256.3	LOC100887913	39.79	4.23	1.36	2.22	3.06	6.70	5.33	8.38	7.65	6.75
XM_011669642.2	LOC100887913	33.71	0.75	0.40	0.76	3.92	4.68	6.13	1.81	2.06	3.72
XM_003730382.3	LOC100887915	1.00	1.41	0.31	0.0	0.18	0.25	0.00	0.00	0.15	0.10
XM_030995757.1	LOC100887916	0.00	1.57	3.78	5.555	4.00	2.41	2.32	1.44	3.84	4.90
XM_030987053.1	LOC100887917	0.00	0.15	0.90	0.0	0.45	0.00	0.00	0.00	0.00	0.00
XM_030975882.1	LOC100887919	0.09	0.04	0.05	0.0	0.24	0.70	0.95	0.08	1.31	1.18
XM_003723545.3	LOC100887920	0.05	2.55	4.38	3.23	2.48	3.76	6.60	3.68	11.83	13.03
XM_003731441.3	LOC100887921	28.91	54.60	11.44	27.855	20.75	19.84	18.10	17.04	23.85	15.99
XM_011677970.2	LOC100887921	7.70	0.00	1.13	0.0	3.72	4.92	10.85	7.96	7.24	9.29
XM_030999081.1	LOC100887923	0.00	1.23	3.89	1.26	4.91	1.54	0.98	0.29	1.68	0.60
XM_030999083.1	LOC100887923	0.14	0.49	2.19	0.305	0.00	1.55	0.00	0.00	1.40	0.00
XM_030999084.1	LOC100887923	0.00	5.33	1.98	2.185	0.00	1.76	2.09	2.09	3.03	1.84
XR_004066570.1	LOC100887923	0.00	0.00	0.21	0.0	0.00	0.00	0.00	0.00	0.00	0.25
XM_030987658.1	LOC100887924	1.06	3.92	4.70	3.58	3.19	3.18	2.78	2.84	3.49	3.44
XM_030989407.1	LOC100887925	0.14	0.14	0.00	0.395	0.40	0.00	0.08	0.07	0.00	0.08
XM_030985935.1	LOC100887926	0.46	2.66	5.01	6.955	7.87	3.89	1.91	1.76	3.25	4.36
XM_030985936.1	LOC100887926	0.00	0.00	1.89	0.455	0.00	0.00	0.00	0.00	0.00	0.00
XM_030979564.1	LOC100887929	3.10	2.01	3.74	4.555	4.17	5.35	4.09	3.24	3.21	4.21
XM_030980766.1	LOC100887930	39.32	23.25	2.78	4.49	5.40	2.74	1.46	0.78	2.39	1.80
XM_030983338.1	LOC100887933	1.02	0.80	0.68	0.095	0.23	1.02	5.01	3.37	9.94	7.56
XM_003729653.3	LOC100887935	38.75	10.05	7.27	10.129999999999999	10.86	15.70	17.35	16.39	21.87	20.90
XM_030990844.1	LOC100887936	40.41	16.73	4.92	9.875	9.87	7.56	6.29	5.10	6.59	7.11
XM_030980260.1	LOC100887937	0.42	0.40	0.44	0.0	0.00	0.00	0.00	0.31	0.00	0.00
